,Title,ID,Genre ID,Release Date,Release Year,Release Month,Release Day,Poster Path,Primary Genre,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV,Thriller,War,Western
124,Prisoners,146233,"[18, 53, 80]",2013-09-18,2013,9,18,/tuZhZ6biFMr5n9YSVuHOJnNL1uU.jpg,Drama,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
125,Donnie Darko,141,"[14, 18, 9648]",2001-10-26,2001,10,26,/fhQoQfejY1hUcwyuLgpBrYs6uFt.jpg,Fantasy,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
126,The Prestige,1124,"[18, 9648, 53]",2006-10-19,2006,10,19,/Ag2B2KHKQPukjH7WutmgnnSNurZ.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
127,Prometheus,70981,"[878, 12, 9648]",2012-05-30,2012,5,30,/omy5CiDMQnGqQUEJ9gNLOGPZQFW.jpg,Science Fiction,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
128,The Hobbit: The Desolation of Smaug,57158,"[14, 12, 28]",2013-12-11,2013,12,11,/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg,Fantasy,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
129,Die Hard,562,"[28, 53]",1988-07-15,1988,7,15,/1fq1IpnuVqkD5BMuaXAUW0eVB21.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,Dawn of the Planet of the Apes,119450,"[878, 28, 18, 53]",2014-06-26,2014,6,26,/ie14Sm0hRI5f7Te2KIfU64NyCPr.jpg,Science Fiction,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
131,This Is the End,109414,"[28, 35]",2013-06-12,2013,6,12,/7Wdc3etyBJA4432TYtz6n9GQd1c.jpg,Action,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Captain America: The First Avenger,1771,"[28, 12, 878]",2011-07-22,2011,7,22,/vSNxAJTlD0r02V9sPYpOjqDZXUK.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133,Life of Pi,87827,"[12, 18, 28]",2012-11-20,2012,11,20,/leKQao68zra3SY2cPHZLzEbdLKT.jpg,Adventure,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134,Kill Bill: Vol. 2,393,"[28, 80, 53]",2004-04-16,2004,4,16,/2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg,Action,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
135,Wreck-It Ralph,82690,"[10751, 16, 35, 12]",2012-11-01,2012,11,1,/nsUAgWCxqbTD9wkKrv3nBGH2DVk.jpg,Family,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,Thor: The Dark World,76338,"[28, 12, 14]",2013-10-29,2013,10,29,/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,Action,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
137,Creed,312221,[18],2015-11-25,2015,11,25,/iBq4od6j1ZAvDVO7hwmHT2Xf2Bt.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
138,Ghostbusters,620,"[35, 14]",1984-06-08,1984,6,8,/h5Qz8J4T8YQnbZzHXM73WVYYVPK.jpg,Comedy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139,Avatar,19995,"[28, 12, 14, 878]",2009-12-10,2009,12,10,/6EiRUJpuoeQPghrs3YNktfnqOVh.jpg,Action,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
140,The Lion King,8587,"[10751, 16, 18]",1994-06-23,1994,6,23,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,Family,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
141,21 Jump Street,64688,"[28, 35, 80]",2012-03-14,2012,3,14,/8v3Sqv9UcIUC4ebmpKWROqPBINZ.jpg,Action,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Hot Fuzz,4638,"[80, 28, 35]",2007-02-14,2007,2,14,/zPib4ukTSdXvHP9pxGkFCe34f3y.jpg,Crime,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,The Great Gatsby,64682,"[18, 10749]",2013-05-10,2013,5,10,/nimh1rrDDLhgpG8XAYoUZXHYwb6.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
144,"Monsters, Inc.",585,"[16, 35, 10751]",2001-11-01,2001,11,1,/sgheSKxZkttIe8ONsf2sWXPgip3.jpg,Animation,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
145,Full Metal Jacket,600,"[18, 10752]",1987-06-26,1987,6,26,/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
146,Bridge of Spies,296098,"[53, 18]",2015-10-15,2015,10,15,/1pNAmSWKLosPyuVqh0zx43Pzqh5.jpg,Thriller,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
147,The Amazing Spider-Man,1930,"[28, 12, 14]",2012-06-23,2012,6,23,/dQ8TOCYgP9pzQvSb1cmaalYqdb5.jpg,Action,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
148,22 Jump Street,187017,"[80, 35, 28]",2014-06-05,2014,6,5,/ajB6cGvoy04438RzvfO6Sz28yMK.jpg,Crime,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Captain Phillips,109424,"[28, 18, 53]",2013-10-10,2013,10,10,/2x8ida0rHokUv80Ah4eBNb2eXas.jpg,Action,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
150,World War Z,72190,"[28, 18, 27, 878, 53]",2013-06-20,2013,6,20,/1SWBSYJsnyhdNRfLI1T6RsCxAQ4.jpg,Action,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
151,American Sniper,190859,"[10752, 28]",2014-12-11,2014,12,11,/i1U46OwMc6vlm7OoSUKfqUH615e.jpg,War,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
152,The Breakfast Club,2108,"[35, 18]",1985-02-15,1985,2,15,/c0bdxKVRevkw50LOnk6B8d3e4s.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
153,Léon: The Professional,101,"[80, 18, 28]",1994-09-14,1994,9,14,/jtNOfwZu3zea5grnqpq4nyqXoID.jpg,Crime,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
154,Star Wars: Episode I - The Phantom Menace,1893,"[12, 28, 878]",1999-05-19,1999,5,19,/6wkfovpn7Eq8dYNKaG5PY3q2oq6.jpg,Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155,Casino Royale,36557,"[12, 28, 53]",2006-11-14,2006,11,14,/wmRTS3WrXRi8GJdpDae1NifYNwx.jpg,Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,Trainspotting,627,"[18, 80]",1996-02-23,1996,2,23,/6UTzw3kipgTYAJCX8GExoXzcVOx.jpg,Drama,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
157,District 9,17654,[878],2009-08-05,2009,8,5,/tuGlQkqLxnodDSk6mp5c2wvxUEd.jpg,Science Fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158,Harry Potter and the Deathly Hallows: Part 2,12445,"[14, 12]",2011-07-07,2011,7,7,/da22ZBmrDOXOCDRvr8Gic8ldhv4.jpg,Fantasy,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
159,Iron Man 2,10138,"[12, 28, 878]",2010-04-28,2010,4,28,/6WBeq4fCfn7AN0o21W9qNcRF2l9.jpg,Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160,Star Trek,13475,"[878, 28, 12]",2009-05-06,2009,5,6,/lV5OpzAss1z06YNagOVap1I35mH.jpg,Science Fiction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
161,Star Wars: Episode III - Revenge of the Sith,1895,"[878, 12, 28]",2005-05-17,2005,5,17,/xfSAoBEm9MNBjmlNcDYLvLSMlnq.jpg,Science Fiction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162,Watchmen,13183,"[28, 9648, 878]",2009-03-05,2009,3,5,/aZvOkdo203bm1kpcY0A0Tn074ER.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
163,The Amazing Spider-Man 2,102382,"[28, 12, 14]",2014-04-16,2014,4,16,/c3e9e18SSlvFd1cQaGmUj5tqL5P.jpg,Action,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
164,(500) Days of Summer,19913,"[35, 18, 10749]",2009-07-17,2009,7,17,/f9mbM0YMLpYemcWx6o2WeiYQLDP.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
165,Toy Story 2,863,"[16, 35, 10751]",1999-10-30,1999,10,30,/eVGu0zsezaSCuN67zgNhzjeNI9Z.jpg,Animation,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
166,Zombieland,19908,"[35, 27]",2009-10-07,2009,10,7,/dUkAmAyPVqubSBNRjRqCgHggZcK.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
167,Harry Potter and the Philosopher's Stone,671,"[12, 14]",2001-11-16,2001,11,16,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,Adventure,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
168,Star Wars: Episode II - Attack of the Clones,1894,"[12, 28, 878]",2002-05-15,2002,5,15,/oZNPzxqM2s5DyVWab09NTQScDQt.jpg,Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
169,Monsters University,62211,"[16, 10751]",2013-06-19,2013,6,19,/odW4WVN5hALNDQlL7A97nU6fiAv.jpg,Animation,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170,The Usual Suspects,629,"[18, 80, 53]",1995-07-19,1995,7,19,/bUPmtQzrRhzqYySeiMpv7GurAfm.jpg,Drama,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
171,Sin City,187,"[53, 28, 80]",2005-04-01,2005,4,1,/8qGW691AOyqbKsEhpe7nHwMEbRe.jpg,Thriller,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
172,Hugo,44826,"[12, 18, 10751]",2011-11-22,2011,11,22,/vDAhBTIHvIoNOlgCfmLirVgUK2p.jpg,Adventure,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
173,Jackie Brown,184,"[80, 53, 18]",1997-04-10,1997,4,10,/ewbLUXvm4riZL0aepy90o0vMesn.jpg,Crime,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
174,Back to the Future Part II,165,"[12, 35, 10751, 878]",1989-11-22,1989,11,22,/hQq8xZe5uLjFzSBt4LanNP7SQjl.jpg,Adventure,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
175,The King's Speech,45269,"[18, 36]",2010-09-06,2010,9,6,/uQ538BfYLDJh3GXlzRZLo0j7PFj.jpg,Drama,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
176,Pirates of the Caribbean: The Curse of the Black Pearl,22,"[12, 14, 28]",2003-07-09,2003,7,9,/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,Adventure,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
177,Juno,7326,"[35, 18, 10749]",2007-12-05,2007,12,5,/jNIn2tVhpvFD6P9IojldI3mNYcn.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
178,X-Men: Apocalypse,246655,"[28, 12, 878, 14]",2016-05-18,2016,5,18,/2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg,Action,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
179,Me and Earl and the Dying Girl,308369,"[35, 18]",2015-06-12,2015,6,12,/p0cMBeUZVkkDEMkXfpbCMz9hE0v.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
180,Straight Outta Compton,277216,"[10402, 18]",2015-08-13,2015,8,13,/9B63hMwU6iICtNDTISCaZQ5US7R.jpg,Music,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
181,Fury,228150,"[10752, 18, 28]",2014-10-15,2014,10,15,/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,War,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
182,Spider-Man,557,"[14, 28]",2002-05-01,2002,5,1,/gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg,Fantasy,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
183,Ted,72105,"[35, 14]",2012-06-29,2012,6,29,/2ZetTSYM8ATcrxh4Otge99GJRTz.jpg,Comedy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
184,How to Train Your Dragon,10191,"[14, 12, 16, 10751]",2010-03-10,2010,3,10,/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,Fantasy,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
185,Indiana Jones and the Last Crusade,89,"[12, 28]",1989-05-24,1989,5,24,/sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg,Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Harry Potter and the Deathly Hallows: Part 1,12444,"[12, 14]",2010-10-17,2010,10,17,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,Adventure,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
187,City of God,598,"[18, 80]",2002-02-05,2002,2,5,/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,Drama,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188,The Interview,228967,"[28, 35]",2014-12-25,2014,12,25,/tIDC4xT65l7a8qbgg8GvwD5g8c5.jpg,Action,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,The Sixth Sense,745,"[9648, 53, 18]",1999-08-06,1999,8,6,/fIssD3w3SvIhPPmVo4WMgZDVLID.jpg,Mystery,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
190,Scarface,111,"[28, 80, 18, 53]",1983-12-09,1983,12,9,/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,Action,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
191,Trainwreck,271718,"[35, 10749]",2015-07-17,2015,7,17,/wrY629UTCUAKLJ4CxQXz6DCE7pr.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
192,The Curious Case of Benjamin Button,4922,"[18, 14, 10749]",2008-12-25,2008,12,25,/26wEWZYt6yJkwRVkjcbwJEFh9IS.jpg,Drama,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
193,Spy,238713,"[28, 35, 80]",2015-05-06,2015,5,6,/vPBmfMHxQvRRNGYD5S5ko2KnX56.jpg,Action,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Neighbors,195589,[35],2014-05-08,2014,5,8,/dyO9BQ4M4flTOAzP79rmsz61yAT.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Harry Potter and the Chamber of Secrets,672,"[12, 14]",2002-11-13,2002,11,13,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,Adventure,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
196,The Hangover,18785,[35],2009-06-02,2009,6,2,/jjCPcxw7QCmFPYM1t3BThdEawJK.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,The Hunger Games: Mockingjay - Part 2,131634,"[28, 12, 878]",2015-11-18,2015,11,18,/lImKHDfExAulp16grYm8zD5eONE.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
198,Harry Potter and the Goblet of Fire,674,"[12, 14, 10751]",2005-11-16,2005,11,16,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,Adventure,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
199,The Secret Life of Walter Mitty,116745,"[12, 35, 18, 14]",2013-12-18,2013,12,18,/g7UNoP2rEEP4y6Xzo3EEslqdxo3.jpg,Adventure,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
200,Oblivion,75612,"[28, 878, 12, 9648]",2013-04-10,2013,4,10,/2ncs7hqBsEjFMqt6Y7ShBCO9tWs.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
201,American History X,73,[18],1998-10-30,1998,10,30,/c2gsmSQ2Cqv8zosqKOCwRS0GFBS.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
202,Super 8,37686,"[53, 878, 9648]",2011-06-08,2011,6,8,/sytFL6ALMAesKZoarlp7bIDKnns.jpg,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
203,Twelve Monkeys,63,"[878, 53, 9648]",1995-12-29,1995,12,29,/170VKibfqMR1k0eaR2pIj830MgW.jpg,Science Fiction,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
204,Superbad,8363,[35],2007-03-20,2007,3,20,/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Dazed and Confused,9571,"[35, 18]",1993-09-24,1993,9,24,/yJDJ2svbSHECzhr5tEV9JZTblhV.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206,Slumdog Millionaire,12405,"[18, 10749]",2008-05-12,2008,5,12,/5WU6uusqJrLfiBaNs3KpF4o8Lnj.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
207,The Nightmare Before Christmas,9479,"[14, 16, 10751]",1993-10-09,1993,10,9,/vFujAtlgTEh0ngIMs4hpGVdJ3TV.jpg,Fantasy,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
208,X-Men,447399,[99],2000-07-02,2000,7,2,,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Seven Psychopaths,86838,"[35, 80]",2012-10-12,2012,10,12,/2PziXywhjhIxPEvWjnr0lbvYzWE.jpg,Comedy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Home Alone,771,"[35, 10751]",1990-11-16,1990,11,16,/9wSbe4CwObACCQvaUVhWQyLR5Vz.jpg,Comedy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
211,"O Brother, Where Art Thou?",134,"[12, 35, 80]",2000-08-30,2000,8,30,/2YztYilviFCYcEtDAnrOstUWGie.jpg,Adventure,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Almost Famous,786,"[18, 10402]",2000-09-15,2000,9,15,/asGfT3PExH4CUyyiClt5X6wJedk.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
213,Harry Potter and the Order of the Phoenix,675,"[12, 14, 9648]",2007-06-28,2007,6,28,/s836PRwHkLjrOJrfW0eo7B4NJOf.jpg,Adventure,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
214,Finding Dory,127380,"[12, 16, 35, 10751]",2016-06-16,2016,6,16,/3UVe8NL1E2ZdUZ9EDlKGJY5UzE.jpg,Adventure,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
215,Blue Ruin,188166,"[80, 53]",2013-09-09,2013,9,9,/q0itEsso2drJXqH9kfdidxIT5dF.jpg,Crime,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
216,Harry Potter and the Half-Blood Prince,767,"[12, 14]",2009-07-07,2009,7,7,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,Adventure,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
217,Indiana Jones and the Temple of Doom,87,"[12, 28]",1984-05-23,1984,5,23,/wu0m7HiZyZr4pOp8IpnFHNvGkVV.jpg,Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Minority Report,180,"[28, 53, 878, 9648]",2002-06-20,2002,6,20,/qtgFcnwh9dAFLocsDk2ySDVS8UF.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
219,RoboCop,5548,"[28, 53, 878]",1987-07-17,1987,7,17,/hHtOgGb3NihlyRATHlKPaFApbrd.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
220,Moneyball,60308,[18],2011-09-22,2011,9,22,/4yIQq1e6iOcaZ5rLDG3lZBP3j7a.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
221,Scream,4232,"[80, 27, 9648]",1996-12-20,1996,12,20,/aXAByjBN8UhaYvotqRCwa5MsMGu.jpg,Crime,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
222,Anchorman: The Legend of Ron Burgundy,8699,[35],2004-07-09,2004,7,9,/9rQceSyOxJpOVsJRhkgoxNqbkvA.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Beauty and the Beast,10020,"[10749, 10751, 16, 14]",1991-11-13,1991,11,13,/7oCAPOphDKpIaxTrnukmDrZ8XKD.jpg,Romance,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
224,X2,36658,"[12, 28, 878, 53]",2003-04-24,2003,4,24,/bWMw0FMsY8DICgrQnrTSWbzEgtr.jpg,Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
225,300,1271,"[28, 12, 10752]",2006-12-09,2006,12,9,/lGv19gokQvgC7jgjWqapIachnxU.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
226,Shrek,808,"[16, 35, 14, 12]",2001-05-18,2001,5,18,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,Animation,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
227,Chronicle,76726,"[878, 18, 53]",2012-02-01,2012,2,1,/xENglsVIIWEEhhB5lgpy33tGcKI.jpg,Science Fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
228,Death Proof,1991,"[28, 53]",2007-05-21,2007,5,21,/iy6016EG1Zt44tFyxc0rATKL2hr.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
229,Mean Girls,10625,[35],2004-04-30,2004,4,30,/fXm3YKXAEjx7d2tIWDg9TfRZtsU.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Sherlock Holmes,10528,"[28, 12, 80, 9648]",2009-12-23,2009,12,23,/momkKuWburNTqKBF6ez7rvhYVhE.jpg,Action,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
231,The Bourne Identity,2501,"[28, 18, 9648, 53]",2002-06-14,2002,6,14,/vN6jGCuzefysLVFrzK3Vs6xAdu1.jpg,Action,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
232,Snatch,107,"[80, 35]",2000-09-01,2000,9,1,/56mOJth6DJ6JhgoE2jtpilVqJO.jpg,Crime,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Cloverfield,7191,"[28, 53, 878]",2008-01-15,2008,1,15,/qIegUGJqyMMCRjkKV1s7A9MqdJ8.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
234,The Hurt Locker,12162,"[18, 53, 10752]",2008-10-10,2008,10,10,/8SwjvOchYljr7tSKpNeHjpyPbg5.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
235,Dead Poets Society,207,[18],1989-06-02,1989,6,2,/ai40gM7SUaGA6fthvsd87o8IQq4.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
236,Beetlejuice,4011,"[14, 35]",1988-03-30,1988,3,30,/nnl6OWkyPpuMm595hmAxNW3rZFn.jpg,Fantasy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
237,The Thin Red Line,8741,"[18, 36, 10752]",1998-03-05,1998,3,5,/seMydAaoxQP6F0xbE1jOcTmn5Jr.jpg,Drama,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
238,A Most Violent Year,241239,"[80, 18, 53]",2014-12-30,2014,12,30,/zCiDRoN6qEWc1OMpslzrqriwgT2.jpg,Crime,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
239,School of Rock,1584,"[35, 10402]",2003-10-03,2003,10,3,/zXLXaepIBvFVLU25DH3wv4IPSbe.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
240,Back to the Future Part III,196,"[12, 35, 878]",1990-05-25,1990,5,25,/crzoVQnMzIrRfHtQw0tLBirNfVg.jpg,Adventure,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
241,Tinker Tailor Soldier Spy,49517,"[18, 53, 9648]",2011-09-16,2011,9,16,/bsL9UZPCmQKgl88wXwMulKuw9Jh.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
242,The Iron Giant,10386,"[16, 10751, 12, 28, 878, 35]",1999-08-06,1999,8,6,/kPwxXszZDhCShmb82tCjkV15XsV.jpg,Animation,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
243,Dope,308639,"[80, 18, 35]",2015-06-19,2015,6,19,/n6u00imN7AX2NiyWUc5kTgHXmEf.jpg,Crime,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
244,127 Hours,44115,"[12, 18, 53]",2010-11-05,2010,11,5,/dC4OeWxsQBqHEKnoUh9nF7S8Cm6.jpg,Adventure,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
245,The Descendants,65057,"[35, 18]",2011-09-09,2011,9,9,/mCpYsKQNOtaBYJWCRYYuFmLsB6X.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
246,Hairspray,11054,"[35, 10751, 10402]",1988-02-16,1988,2,16,/n78VVWG1jsEpMCtcye13wy1RiAx.jpg,Comedy,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
