,Title,ID,Genre ID,Release Date,Release Year,Release Month,Release Day,Poster Path,Primary Genre,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV,Thriller,War,Western
1073,Annihilation,300668,"[878, 27]",2018-02-22,2018,2,22,/d3qcpfNwbAMCNqWDHzPQsUYiUgS.jpg,Science Fiction,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1074,Escape Room,522681,"[53, 28, 9648, 12, 27]",2019-01-03,2019,1,3,/8Ls1tZ6qjGzfGHjBB7ihOnf7f0b.jpg,Thriller,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1075,Bird Box,405774,"[53, 18, 878]",2018-12-13,2018,12,13,/rGfGfgL2pEPCfhIvqHXieXFn7gp.jpg,Thriller,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1076,Vice,429197,"[18, 36, 35]",2018-12-25,2018,12,25,/1gCab6rNv1r6V64cwsU4oEr649Y.jpg,Drama,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1077,First Man,369972,"[36, 18]",2018-10-11,2018,10,11,/i91mfvFcPPlaegcbOyjGgiWfZzh.jpg,History,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1078,BlacKkKlansman,487558,"[80, 18, 36, 35]",2018-07-30,2018,7,30,/8jxqAvSDoneSKRczaK8v9X5gqBp.jpg,Crime,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1079,The Jackal,4824,"[28, 53, 12, 80]",1997-11-14,1997,11,14,/wkLF73oenC1n1DDKKU7oyLKVcMa.jpg,Action,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1080,Captain Marvel,299537,"[28, 12, 878]",2019-03-06,2019,3,6,/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1081,Glass,450465,"[53, 18, 878]",2019-01-16,2019,1,16,/svIDTNUoajS8dLEo7EosxvyAsgJ.jpg,Thriller,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1082,Green Book,490132,"[18, 35, 10402]",2018-11-16,2018,11,16,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,Drama,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1083,Avengers: Endgame,299534,"[12, 878, 28]",2019-04-24,2019,4,24,/ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg,Adventure,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1084,mid90s,437586,[18],2018-10-19,2018,10,19,/3HkP9ale8G43vqOF3F6wt5h86RN.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1085,Nocturnal Animals,340666,"[18, 53]",2016-11-04,2016,11,4,/iTlTUsFkZiwfIlg8pxuX4mbO7US.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1086,John Wick: Chapter 2,324552,"[53, 28, 80]",2017-02-08,2017,2,8,/hXWBc0ioZP3cN4zCu6SN3YHXZVO.jpg,Thriller,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1087,Bad Times at the El Royale,446021,"[53, 18, 9648]",2018-10-04,2018,10,4,/iNtFgXqXPRMkm1QO8CHn5sHfUgE.jpg,Thriller,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1088,White Boy Rick,438808,"[80, 18]",2018-09-14,2018,9,14,/tIyqAObXHVHpJmbpun95d5iYlMx.jpg,Crime,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1089,Dark Phoenix,320288,"[878, 28, 12]",2019-06-05,2019,6,5,/kZv92eTc0Gg3mKxqjjDAM73z9cy.jpg,Science Fiction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1090,Midsommar,530385,"[27, 18, 9648]",2019-07-03,2019,7,3,/7LEI8ulZzO5gy9Ww2NVCrKmHeDZ.jpg,Horror,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1091,Midnight Express,11327,"[18, 80]",1978-08-31,1978,8,31,/vtXJf6DP2rk1yDx369MSAvwl9Cs.jpg,Drama,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1092,In Bruges,8321,"[35, 18, 80]",2008-02-08,2008,2,8,/jMiBBqk72VRo1Y39x2ZbbenEU3a.jpg,Comedy,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1093,Us,458723,"[53, 27, 9648]",2019-03-14,2019,3,14,/ux2dU1jQ2ACIMShzB3yP93Udpzc.jpg,Thriller,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1094,The Favourite,375262,"[18, 36, 35]",2018-11-23,2018,11,23,/cwBq0onfmeilU5xgqNNjJAMPfpw.jpg,Drama,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1095,"I, Tonya",389015,[18],2017-12-08,2017,12,8,/6gNXwSHxaksR1PjVZRqNapmkgj3.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1096,The Big Sick,416477,"[35, 18, 10749]",2017-03-30,2017,3,30,/qquEFkFbQX1i8Bal260EgGCnZ0f.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1097,The Carter Effect,475013,[99],2017-09-09,2017,9,9,/fP9EOjbAByoe7BGpynLEcZKhw1L.jpg,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,Pokémon Detective Pikachu,447404,"[28, 12, 14]",2019-05-03,2019,5,3,/wgQ7APnFpf1TuviKHXeEe3KnsTV.jpg,Action,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1099,Traffic,1900,"[53, 18, 80]",2000-03-23,2000,3,23,/jbccmnqE4oAPI67bApgt2JiRPz8.jpg,Thriller,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1100,The Great Hack,566222,[99],2019-01-26,2019,1,26,/uIrGgUzasEUA7v8uChRhUUFzLwE.jpg,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,Once Upon a Time… in Hollywood,466272,"[35, 18, 53]",2019-07-24,2019,7,24,/8j58iEBw9pOXFD2L0nt0ZXeHviB.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1102,Logan Lucky,399170,"[28, 35, 80, 18]",2017-08-17,2017,8,17,/mQrhrBaaHvRfBQq0Px3HtVbH9iE.jpg,Action,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1103,Good Boys,521777,[35],2019-08-14,2019,8,14,/tximyCXMEnWIIyOy9STkOduUprG.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,Creed II,480530,[18],2018-11-21,2018,11,21,/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1105,Spider-Man: Far from Home,429617,"[28, 12, 878]",2019-06-28,2019,6,28,/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1106,It Chapter Two,474350,"[27, 14]",2019-09-04,2019,9,4,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,Horror,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1107,John Wick: Chapter 3 - Parabellum,458156,"[28, 53, 80]",2019-05-15,2019,5,15,/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,Action,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1108,Inherent Vice,171274,"[35, 10749, 80, 18, 9648]",2014-12-25,2014,12,25,/7XhdTcivvkNcdAXrEijgh0Eoabb.jpg,Comedy,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1109,Joker,475557,"[80, 53, 18]",2019-10-02,2019,10,2,/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,Crime,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1110,Rambo: Last Blood,522938,"[28, 53, 18]",2019-09-19,2019,9,19,/kTQ3J8oTTKofAVLYnds2cHUz9KO.jpg,Action,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1111,El Camino: A Breaking Bad Movie,559969,"[80, 18, 53, 28]",2019-10-11,2019,10,11,/ePXuKdXZuJx8hHMNr2yM4jY2L7Z.jpg,Crime,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1112,The Thing,1091,"[27, 9648, 878]",1982-06-25,1982,6,25,/tzGY49kseSE9QAKk47uuDGwnSCu.jpg,Horror,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1113,The Love Witch,374052,"[35, 14, 10749, 27]",2016-11-11,2016,11,11,/eE3GGSkD8ziNOYgnWGoODlpOZPV.jpg,Comedy,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1114,Mystic River,322,"[53, 80, 18, 9648]",2003-01-01,2003,1,1,/e2VNohx5jb7I6HUamCuGhKvzXDR.jpg,Thriller,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1115,The Lighthouse,503919,"[18, 14, 53, 27]",2019-10-18,2019,10,18,/3nk9UoepYmv1G9oP18q6JJCeYwN.jpg,Drama,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
1116,The King,504949,"[18, 36, 10752]",2019-10-11,2019,10,11,/8u0QBGUbZcBW59VEAdmeFl9g98N.jpg,Drama,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1117,Official Secrets,393624,"[18, 53, 36]",2019-08-30,2019,8,30,/lyCGqSkT3PqLYQXiWs4FCVJBAYW.jpg,Drama,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1118,The Good Liar,511322,"[18, 9648, 80]",2019-11-08,2019,11,8,/6kmxXfg3aSWrzUlEPt2L0YD4jz9.jpg,Drama,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1119,The Irishman,398978,"[80, 18, 36]",2019-11-01,2019,11,1,/mbm8k3GFhXS0ROd9AD1gqYbIFbM.jpg,Crime,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1120,Insidious,49018,"[27, 53]",2010-09-13,2010,9,13,/tmlDFIUpGRKiuWm9Ixc6CYDk4y0.jpg,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1121,Marriage Story,492188,[18],2019-11-06,2019,11,6,/pZekG6xabTmZxjmYw10wN84Hp8d.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1122,Ad Astra,419704,"[878, 18]",2019-09-17,2019,9,17,/xBHvZcjRiWyobQ9kxBhO6B2dtRI.jpg,Science Fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1123,Knives Out,546554,"[35, 80, 9648, 53, 18]",2019-11-27,2019,11,27,/pThyQovXQrw2m0s9x82twj48Jq4.jpg,Comedy,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1124,Star Wars: The Rise of Skywalker,181812,"[28, 12, 878]",2019-12-18,2019,12,18,/db32LaOibwEliAmSL2jjDF6oDdj.jpg,Action,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1125,Donnie Brasco,9366,"[80, 18, 53]",1997-02-27,1997,2,27,/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg,Crime,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1126,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,496,[35],2006-11-01,2006,11,1,/kfkyALfD4G1mlBJI1lOt2QCra4i.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,Richard Jewell,292011,"[18, 36]",2019-12-13,2019,12,13,/5Lgkm8jt4roAFPZQ52fKMhVmDaZ.jpg,Drama,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1128,Hustlers,540901,"[18, 35, 80]",2019-09-12,2019,9,12,/zBhv8rsLOfpFW2M5b6wW78Uoojs.jpg,Drama,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1129,Goon: Last of the Enforcers,336890,[35],2017-03-17,2017,3,17,/emio9KDrLXqqX4wXa4YTacBQXG.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,Blade Runner 2049,335984,"[878, 18]",2017-10-04,2017,10,4,/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,Science Fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1131,1917,530915,"[10752, 18, 28, 53]",2019-12-25,2019,12,25,/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,War,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1132,WHAT DID JACK DO?,528491,"[80, 35]",2017-11-08,2017,11,8,/68FofMgclH1qCNXoL6foBqPfNFD.jpg,Crime,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,Fast & Furious Presents: Hobbs & Shaw,384018,"[28, 12, 35]",2019-08-01,2019,8,1,/qRyy2UmjC5ur9bDi3kpNNRCc5nc.jpg,Action,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,Uncut Gems,473033,"[80, 53, 18]",2019-08-30,2019,8,30,/6XN1vxHc7kUSqNWtaQKN45J5x2v.jpg,Crime,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1135,Ford v Ferrari,359724,"[18, 28, 36]",2019-11-13,2019,11,13,/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg,Drama,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1136,Bombshell,525661,"[18, 36]",2019-12-13,2019,12,13,/gbPfvwBqbiHpQkYZQvVwB6MVauV.jpg,Drama,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1137,Parasite,496243,"[35, 53, 18]",2019-05-30,2019,5,30,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1138,The Gentlemen,522627,"[28, 80, 35]",2019-12-03,2019,12,3,/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg,Action,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,Gerald's Game,343674,"[18, 27, 53]",2017-09-29,2017,9,29,/32dippiypDdaKv7XFEfUlQ7kPup.jpg,Drama,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1140,28 Days Later,170,"[27, 53, 878]",2002-10-31,2002,10,31,/w4SL5hv0qOanrN7GjwNgtjF1RtD.jpg,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1141,Primal Fear,1592,"[80, 18, 9648, 53]",1996-03-06,1996,3,6,/qJf2TzE8nRTFbFMPJNW6c8mI0KU.jpg,Crime,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1142,21 Grams,470,"[18, 80, 53]",2003-03-05,2003,3,5,/wZ0l6or5juuVWqDkLEgaghs4f9l.jpg,Drama,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1143,The Master,68722,[18],2012-09-07,2012,9,7,/rUSjbyvYWN9H4az8xt0tDtU7I6v.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1144,Her,152601,"[10749, 878, 18]",2013-12-18,2013,12,18,/yk4J4aewWYNiBhD49WD7UaBBn37.jpg,Romance,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1145,The Invisible Man,570670,"[53, 878, 27]",2020-02-26,2020,2,26,/5EufsDwXdY2CVttYOk2WtYhgKpa.jpg,Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1146,Jojo Rabbit,515001,"[35, 10752, 18]",2019-10-18,2019,10,18,/7GsM4mtM0worCtIVeiQt28HieeN.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1147,Have a Good Trip: Adventures in Psychedelics,673175,[99],2020-05-11,2020,5,11,/hUEdgqgl7OSL3hoCOes7lTQGzTM.jpg,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,Black Dynamite,24804,"[28, 35]",2009-10-16,2009,10,16,/u3oWQDz0JggzzsVlsuHY7XVxp5Y.jpg,Action,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,Capone,429422,"[80, 18]",2020-07-10,2020,7,10,/75gDv38UgRtAukSxNXcjatyQmEa.jpg,Crime,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1150,13th,407806,[99],2016-10-07,2016,10,7,/tcKNWD6IFPPsvkpvyZ548naz0is.jpg,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,Downhill,560391,"[18, 35]",2020-02-06,2020,2,6,/ruLqLb2bfWKykckxVlVZayuBOgW.jpg,Drama,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1152,Upgrade,500664,"[28, 53, 878]",2018-06-01,2018,6,1,/8fDtXi6gVw8WUMWGT9XFz7YwkuE.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1153,Perfect Blue,425767,"[10770, 10749, 35, 18]",1997-12-20,1997,12,20,,TV,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1154,Magnolia,334,[18],1999-12-10,1999,12,10,/lpqyJ156pg0fAME3qisXeC3iH5E.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1155,Palm Springs,587792,"[35, 10749, 14, 9648, 878]",2020-07-10,2020,7,10,/yf5IuMW6GHghu39kxA0oFx7Bxmj.jpg,Comedy,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
1156,Casablancas: The Man Who Loved Women,424988,[99],2016-06-29,2016,6,29,,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,12 Years a Slave,76203,"[18, 36]",2013-10-18,2013,10,18,/xdANQijuNrJaw1HA61rDccME4Tm.jpg,Drama,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1158,Pretending I'm a Superman: The Tony Hawk Video Game Story,627616,[99],2020-02-29,2020,2,29,/eufiIoLqNGkBo2SkbmuOim1JbIV.jpg,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,The Way Way Back,147773,"[35, 18]",2013-06-06,2013,6,6,/4DgA0EDDVv37C8xISc3Vv0rhxlL.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1160,"Paris, Texas",655,[18],1984-08-23,1984,8,23,/tgw3TJTWgNUYCgL5Pa546VVVvSU.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1161,Project Power,605116,"[28, 80, 878]",2020-08-14,2020,8,14,/TnOeov4w0sTtV2gqICqIxVi74V.jpg,Action,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1162,"Synecdoche, New York",4960,[18],2008-10-24,2008,10,24,/1SVS0xzY3En6YOqxoizEwkO5fNh.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1163,Tenet,577922,"[28, 53, 878]",2020-08-22,2020,8,22,/k68nPLbIST6NP96JmTxmZijEvCA.jpg,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1164,The Report,524348,"[18, 53]",2019-09-12,2019,9,12,/sG5NI6TMNR9ftOdTIXmG0hrBYSY.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1165,The Social Dilemma,656690,"[99, 18]",2020-01-26,2020,1,26,/j4CBsXaGcltcHGbcxsWD5VfEaiU.jpg,Documentary,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1166,Sunshine,1272,"[878, 53]",2007-04-05,2007,4,5,/xYYsglb3IjTfRUCZp5dxQlLMLUo.jpg,Science Fiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1167,Pan's Labyrinth,1417,"[14, 18, 10752]",2006-08-25,2006,8,25,/hyZ8srM2hmrtDhw1ED9Ny9r0AKW.jpg,Fantasy,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1168,Neon Genesis Evangelion: The End of Evangelion,18491,"[18, 878, 16, 14, 28]",1997-07-19,1997,7,19,/m9PTii0XWCIKZBBrCrOn8RLTK0w.jpg,Drama,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1169,Metropolis,9606,"[16, 878]",2001-05-26,2001,5,26,/yhgswP09YcWo6LIlRkmeHVNqEr0.jpg,Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1170,Ninja Scroll,14282,"[14, 12, 16]",1993-06-05,1993,6,5,/qzZEnaXwv4wss2QalEo4Uf9BAwh.jpg,Fantasy,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1171,Wicked City,21453,"[16, 28, 14, 27]",1987-04-19,1987,4,19,/efxHZF6uDCIATKVxTuobQFpJarp.jpg,Animation,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1172,King of New York,9558,"[53, 80]",1990-07-18,1990,7,18,/p6fVO9NTXrye1yogN0hMSJwpKrV.jpg,Thriller,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1173,Enola Holmes,497582,"[80, 18, 9648]",2020-09-23,2020,9,23,/riYInlsq2kf1AWoGm80JQW5dLKp.jpg,Crime,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1174,The Trial of the Chicago 7,556984,"[18, 36, 53]",2020-09-25,2020,9,25,/ahf5cVdooMAlDRiJOZQNuLqa1Is.jpg,Drama,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1175,Raw,393519,"[18, 27, 9648]",2016-11-11,2016,11,11,/kc8jT1MAiKM0iwdjAwC5lQrTNry.jpg,Drama,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1176,Borat Subsequent Moviefilm,740985,[35],2020-10-23,2020,10,23,/3L1Ml5RWjFVfVq3rQENvgFymT0U.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,Poltergeist,609,[27],1982-06-04,1982,6,4,/xPazCcKp62IshnLVf9BLAjf9vgC.jpg,Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1178,The Dead Zone,11336,"[53, 27, 878]",1983-10-21,1983,10,21,/yze3Z51rSPhZtwZ0ltJtFiukMb1.jpg,Thriller,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
1179,Boogie Nights,4995,[18],1997-10-07,1997,10,7,/wnE24UPCPQsQnbBOu4zVE2qaDNm.jpg,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1180,Dog Day Afternoon,968,"[80, 18, 53]",1975-09-21,1975,9,21,/mavrhr0ig2aCRR8d48yaxtD5aMQ.jpg,Crime,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1181,Agent Cody Banks,10923,"[28, 12, 35, 10751]",2003-03-14,2003,3,14,/fhK0mqqirPsckxkNisvi32A4lf6.jpg,Action,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1182,Agent Cody Banks 2: Destination London,17047,"[35, 28, 12, 10751]",2004-03-12,2004,3,12,/l5CCDJV0VojPJedNcucPWBnrGaC.jpg,Comedy,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1183,Bring It On,1588,[35],2000-08-25,2000,8,25,/hbCY1kJ2aQN6rBXRRdxysZRPn7e.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,New York Minute,11025,[35],2004-05-07,2004,5,7,/px9hV6w6XzAjGdxCRUAUasAHQsP.jpg,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,What a Girl Wants,10735,"[35, 10749, 18]",2003-03-27,2003,3,27,/gGpMruX59KWNuAXgHpiAm8hiChw.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1186,Varsity Blues,14709,"[35, 18, 10749]",1999-01-15,1999,1,15,/g2jX2Xmx7drbc6J9MLJEBghR7Mg.jpg,Comedy,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1187,Cadet Kelly,14008,"[10770, 35]",2002-03-07,2002,3,7,/lcxxJqPSTtoyvwXnr7c4Gy2Irxo.jpg,TV,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1188,Drumline,13497,"[18, 10749, 35, 10402]",2002-12-13,2002,12,13,/qfBXycNKQ5omoGcad8aDjMtFtbM.jpg,Drama,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1189,Good Burger,14817,"[35, 10751]",1997-07-25,1997,7,25,/5vBg0K3lTxWNVwd3AUEXdBtWjES.jpg,Comedy,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1190,Life-Size,36968,"[10770, 35, 10751, 14]",2000-03-05,2000,3,5,/52ZLTvJJ3JZu8wmmOMizuNc4r7a.jpg,TV,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1191,Go Figure,55504,"[10770, 35, 18, 10751]",2005-06-10,2005,6,10,/3ngHrgIt33g0IEjl7rvzGLQ8wpj.jpg,TV,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1192,Recess: School's Out,19405,"[878, 16, 35, 10751]",2001-01-27,2001,1,27,/yLdsXdgB2VJ2uBQvYaEB5xPELlq.jpg,Science Fiction,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1193,Recess: Taking the Fifth Grade,405894,"[16, 35, 10751]",2003-12-09,2003,12,9,/xVzYB6qSErsY4cGJqT2h67eF5nz.jpg,Animation,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1194,Recess: All Growed Down,84331,"[10751, 16, 35]",2003-12-09,2003,12,9,/ddNkrIKtQsv9C22bcMy0jjvGUpT.jpg,Family,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1195,Recess Christmas: Miracle On Third Street,77518,"[16, 35, 10751]",2001-11-06,2001,11,6,/PMkJzVcVyojiyOYIOuwz1ca2uH.jpg,Animation,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
